ojibwe_word,english_translation,word_class,source,license,orthography,notes,audio_url
inagoode,hang a certain way,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt enagoodeg; aug inagoodemagad; prt aug enagoodemagak inagoodoon vti2 hang s.t. a certain way; Isg indinagoodoon; prt enagoodood inagoojin vai'hang a certain way; Isg indinagoojin; prt enagoojing inagoozh /inagooN-/ vta hang s.o. a certain way; Isg indinagoonaa; prt enagoonaad ina'adoon vti2 follow s.t. as a trail to a certain place; Isg indina'adoon; prt ena'adood ina'am vai2 sing a certain way; Isg indina'am; pn ena'ang ina'azh /ina'aN-/ vta follow s.o.'s trail to a certain place; Isg indina'anaa; pn ena'anaad ina'e vai shoot in a certain way or place; Isg indina'e; prt ena'ed ina'o vai paddle to a certain place; Isg indina'; prt ena'od ina'oodoo—inaakonigaazo ina'oodoo vai pole a boat to a certain place; Isg indina'oodoo; pn ena'oodood ina'oodoon vti2 take s.t. to a certain place by boat; Isg indina'oodoon; pn ena'oodood ina'oozh /ina'ooN •/ ma take s.o. to a certain place by boat; Isg inclina'oonaa; pn ena'oonaad,
inakamigad,"be a certain event, happen a certain way",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn enakamigak,
inakamigizi,"do a certain thing, have certain things happen to one",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinakamigiz; pn enakamigizid,
inakwazhiwe,"paddle a certain way, paddle to a certain place, swim to a certain place (as a fish)",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinakwazhiwe; prt enakwazhiwed inamanji'o vai feel a certain way; Isg indinamanji'; prt enamanji'od,
inamon,lead to a certain place (as a road or trail),vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn enamog,
inanjige,"eat a certain way, have a certain diet",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinanjige; pn enanjiged,
inanokii,"work z certain way, have a certain job",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinanokii; pn enanokiid,
inanokiitaw,do a certain job for s.o.,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"Isg indinanokiitawaa; pn enanokiitawaad inanoozh /inanooN-/ vta hire s.o. to do a certain job, hire s.o. to go to a certain place; Isg indinanoonaa; pn enanoonaad inapizowin in kitchen apron; pi inapizowinan; loc inapizowining; dim inapizowinens inashkepc look!, behold!; also nashke",
inawem,be related to s.o.,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinawemaa; prt enawemaad,
inawendiwag,they are related to each other,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,7pnhdinawendimm;prf enawendijig ImoLpc emphatic particle; also naa,
inaabadad,"be useful in a certain way, be employed in a certain way",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn enaabadak,
inaabadizi,"be useful in a certain way, be employed in a certain way",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaabadiz; prt enaabadizid,
inaabajichige,use things a certain way,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaabajichige; pn enaabajichiged inaabaji' vta use s.o. a certain way; Isg indinaabaji'aa; pn enaabaji'aad inaabajitoon vti2 use s.t. a certain way; Isg indinaabajitoon; prt enaabajitood,
inaabam,see s.o. a certain way as in a dream,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaabamaa; pn enaabamaad,
inaabaminaagozi,appear a certain way (especially as in a dream),vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn enaabaminaagozid,
inaabaminaagwad,appear a certain way (especially as in a dream),vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn enaabaminaagwak inaabandam vai2 dream a certain way; Isg indinaabandarn; pn enaabandang,
inaabandan,see s.t. a certain way as in a dream,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaabandaan; pn enaabandang,
inaabasige,send smoke to a certain place,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaabasige; pn enaabasiged,
inaabate,go a certain direction (as smoke),vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt enaabateg; aug inaabatemagad; pn aug enaabatemagak,
inaabi,"peek, look to a certain place",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaab; prt enaabid,
inaabikad,be a certain way (as something mineral),vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt enaabikak,
inaabikizi,be a certain way (as something mineral),vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt enaabikizid,
inaabiwin,lightning,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
inaabiigad,be a certain way (as something string-like),vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn enaabiigak,
inaabiigin,string s.o. a certain way,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inaabiiginaa; pn enaabiiginaad,
inaabiiginan,string s.t. a certain way,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaabiiginaan; prt enaabiiginang,
inaabiigizi,be a certain way (as something string-like),vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn enaabiigizid,
inaadagaa,swim to a certain place,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaadagaa; prt enaadagaad,
inaadagaako,go to a certain place on the ice,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaadagaak; pn enaadagaakod,
inaadagaazii,wade to a certain place,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaadagaazii; pn enaadagaaziid inaada'e vai skate to a certain place; Isg indinaada'e; pn enaada'ed,
inaadizi,"have a certain character, have a certain way of life",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaadiz; pn enaadizid,
inaadiziwin,way of life,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi inaadiziwinan,
inaadodan,"tell a certain way about s.t., narrate a certain way about s.t.",vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaadodaan; pn enaadodang,
inaagamin,be a certain way (as a liquid),vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn enaagamig,
inaagin,bend s.o. a certain way,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaaginaa; pn enaaginaad,
inaaginan,bend s.t. a certain way,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaaginaan; prt enaaginang,
inaaginigaade,be bent a certain way,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt enaaginigaadeg; aug inaaginigaademagad; pn aug enaaginigaademagak,
inaaginigaazo,be bent a certain way,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt enaaginigaazod,
inaajim,"tell of s.o. a certain way, narrate of s.o. a certain way",vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaajimaa; pn enaajimaad,
inaajimo,"tell a certain way, narrate a certain way",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaajim; pn enaajimod,
inaajimotaw,"tell s.o. of (s.t.) a certain way, narrate (s.t.) to s.o. a certain way",vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaajimotawaa; pn enaajimotawaad,
inaakide,burn a certain way,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn enaakideg; aug inaakidemagad; pn aug enaakidemagak,
inaakiz,bum s.o. a certain way,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaakizwaa; pn enaakizwaad,
inaakizan,burn s.t. a certain way,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaakizaan; pn enaakizang,
inaakizo,burn a certain way,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn enaakizod,
inaakon,"decide about s.o. a certain way, judge s.o. a certain way, sentence s.o. a certain way",vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaakonaa; prt enaakonaad,
inaakonan,"decide a certain way about s.t., judge s.t. a certain way",vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaakonaan; prt enaakonang,
inaakonigaade,"be decided in a certain way, be decreed a certain way",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt enaakonigaadeg; aug inaakonigaademagad,
inaakonigaazo,"be judged a certain way, be sentenced a certain way",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn enaakonigaazod i n aako n ige—i n ge,
inaakonige,"make a certain judgement, decide things a certain way, agree on something",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaakonige; prt enaakoniged,
inaakonigewin,law,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi inaakonigewinan,
inaakozi,be a certain way (as something stickor wood-like),vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt enaakozid,
inaakwad,be a certain way (as something stickor wood-like),vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt enaakwak inaandawe vai'climb to a certain place; Isg indinaandawe; prt enaandawed,
inaande,be colored a certain way,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt enaandeg; aug inaandemagad; prt aug enaandemagak,
inaanzo,be colored a certain way,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt enaanzod,
inaapine,be sick in a certain way,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaapine; prt enaapined,
inaasamabi,sit facing in a certain way,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaasamab; pn enaasamabid,
inaasamigaabawi,stand facing a certain way,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaasamigaabaw; prt e naasam igaabawi d,
inaasamishin,lie facing a certain way,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaasamishin; prt enaasamishing,
inaashi,"be blown a certain way, sail to a certain place",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"/>,e mdinaash; prt enaashid",
inaasin,"be blown a certain way, sail to a certain place",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt enaasing,
inaatese,be a certain kind of movie,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt enaateseg; aug inaatesemagad; prt aug enaatesemagak,
inaawadaaso,haul something to a certain place,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaawadaas; prt enaawadaasod inaawadoon vti2 haul s.t. to a certain place; Isg indinaawadoon; prt enaawadood inaawanidiwag /inaawanidW vailhey travel in a group to a certain place; Ipl indinaawanidimin; prt enaawanidijig inaawazh /inaawaN-/ vta haul s.o. to a certain place; Isg indinaawanaa; prt enaawanaad,
inaazakonenjige,go to a certain place with light,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinaazakonenjige; prt enaazakonenjiged,
inaazhagaame,walk along shore to a certain place,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"Isg indinaazhagaame; prt enaazhagaamed ind= pre first person prefix before vowels in verbs and non-dependent nouns', also nind=, nd=",
indawaaj,"therefore, consequently, rather, preferably indawemaa /-dawemaaw-/ nad my sibling of the opposite sex (brother or sister), my parallel cousin of the opposite sex",pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"pi indawemaag inday /-day-/ nad my dog, my horse; pi indayag; dim in day ens indaamikan /-daamikan-/ nid my chin, my jaw; pi indaamikanan; loc indaamikanaang indaan /-daan-/ nad my daughter; pi indaanag; also indaanis indaangoshenh /-daangosheny-/ nad my (female's) female cross-cousin (mother's brother's daughter or father's sister's daughter); pi i n d aan gosh e nyag indaangwe /-daangwew-/ nad my (female's) sisterin-law, my (female's) female friend; pi indaangweg indaanis /-daanis-/ nad my daughter; pi indaanisag; loc indaanisens; also indaan indede /-dedey-/ nad my father; pi indedeyag indedeyinaan nad our father = grandfather inde' /-de'-/ nid my heart; pi inde'an; loc indexing indenaniw /-denaniw-/ nid my tongue; pi indenaniwan; loc indenaniwaang indengway /-dengway-/ nid my face; pi indengwayan; loc indengwaang indenigom /-denigom-/ nad my nostril; pi indenigomag; loc indenigom aan g",
indigo,"just like, as if",pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"also nindigo* indindawaa /-dindawaa-/ nad my fellow parent-inlaw; pi indindawaag indinimaangan /-dinimaangan-/ mdmy shoulder; pi indinimaanganan; loc indinimaanganaang indiniigan /-diniigah-/ nad my shoulder blade; pi indiniiganag; loc indiniiganaang indis /-disy-/ nid my navel, my umbilical cord; loc indisiing; dim indisiins indiskweyaab nid my vein; pi indiskweyaabiin indiy /-diy-/ nid my rump, my rear end; loc indiyaang; also indiyaash indoodem /-doodem-/ nad my totem, my clan; pi indoodemag",
indoodikosiw,my kidney,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi indoodikosiwag indoodooshim /-doodooshim-/ nad my breast; pi indoodooshimag; loc indoodooshimaang indoon /-doon-/ nid my mouth; pi indoonan; loc indooning indoondan /-doondan-/ nid my heel; pi indoondanan; loc indoondanaang indooskwan /-dooskwan-/ nid my elbow; pi indooskwanan; loc indooskwanaang indoozhim /-doozhim-/ nad my parallel nephew (male's brother's son or female's sister's son); pi indoozhimag indoozhimikwem /-doozhimikwem-/ nad my stepdaughter; pi indoozhimikwemag indoozhimis /-doozhimis-/ nad my parallel niece (male's brother's daughter or female's sister's daughter); pi indoozhimisag,
ine,"exclamation of denial inendam vai2 think a certain way, feel a certain way, decide, be of a certain mind, agree",pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinendam; prt enendang inendan un'think a certain way of s.t.; Isg indinendaan; prt enendang,
inendaagozi,"be thought of a certain way, seem to be a certain way, have a certain destiny",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinendaagoz; /i>/ enendaagozid,
inendaagwad,"be thought of a certain way, seem to be a certain way",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"prt enendaagwak inendi vaibe gone a certain length of time, be absent a certain length of time; Isg indinend; prt enendid",
inenim,think of s.o. a certain way,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinenimaa; prt enenimaad inga nad my mother archaic; obviative ogiin,
inge,woman's expression of mild displeasure or disdain i ngi d ig—i n igokwad eyaab i kad ingidig /-gidigw-/ nod my knee,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"pi ingidigwag; loc ingidigwaang ingitiziim /-gitiziim-/ nad my parent; pi ingitiziimag ingiwpr those animate plural demonstrative:, also 'ng'» igiw*, igi*,h agiw* ingiwedigpr those over there animate plural demonstrative; also igiwedig* ingo- /ningo-/ pv4 one; also ningo-* ingo-anama'e-giizhik pc one week; also ningoanama'e-giizhik*",
ingo-biboon,one year,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,also ningo-biboon*,
ingo-biboonagad,be one year,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt nengo-biboonagak; also ningobiboonagad *,
ingo-biboonagizi,be one year old,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"Isg niningo-biboonagiz;prr nengobiboonagizid; also ningo-biboonagizi* ingo-diba'igan pc one hour, one mile; also ningodiba'igan* ingo-diba'iganed /ningo-diba'iganed-/ vii'be one o'clock; prt nengo-diba'iganek; also ningodiba'iganed* ingo-diba'igaans/v one minute, one acre; also n i n go-d i ba* i gaan s* ingo-dibikpc one night; also ningo-dibik* ingodingpc sometime, at one time; also ningoding*",
ingodobaneninj,one handful,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,also ningodobaneninj*,
ingodoninj,one inch,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,also ningodoninj* ingodosagoons nm one thousand; also ningodosagooins*,
ingodozid,one foot,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,also ningodozid*,
ingodooshkin,one bag,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,also ningodooshkin*,
ingodwaaching,six times,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,also n i ngodwaach i ng* ingodwaachinoon /ningodwaachin-/ we'they are six; pn nengodwaaching; also n i ngod waac h i noon *,
ingodwaachiwag,they are six,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Ipl niningodwaachimin; prt ne ngodwaach i jig; also n ingodwaachiwag* ingodwaak nm one hundred; also ningodwaak* ingodwaasimidana nm sixty; also n i ngod waasi mi i d ana* ingodwaaso- /ningodwaaso-/ pv4 six; also ningodwaaso* i n godwaaso-an anna' e-gi izh igad /n i n godwaasoanama'e-giizhigad-/ vii be six weeks; pn nengodwaaso-anama'e-giizhigak; also ningodwaaso-anama'e-giizhigad* ingodwaaso-anama'e-giizhikpc six weeks; also ningodwaaso-anama'e-giizhik*,
ingodwaaso-biboon,six years,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"also n i n godwaaso- bi boo n* i ngod waaso-bi boo nagad /ningodwaasobiboonagad-/ vii be six years; prt nengodwaaso-biboonagak; also ningodwaaso-lbiboonagad* ingodwaaso-biboonagizi /ningodwaasobiboonagizi-/ vai be six years old; Isg niningodwaaso-biboonagiz; prt nengodwaaso-biboonagizid; also ningodwaaso-biboonagaizi* ingodwaaso-diba'igan pc six hours, six miles; also ningodwaaso-diba'igan* ingodwaaso-diba'iganed/ningodwaasodiba'iganed-/ vii be six o'clock; prt nengodwaaso-diba'iganek; also ningodwaaso-diba'iganed* ingodwaaso-diba'igaans pc six minutes, six acres; also ningodwaaso-diba'igaans* ingodwaaso-dibikpc six nights; also ningodwaasodibik* ingodwaaso-giizhik /v six days; also ningodwaasogiizhik*",
ingodwaaso-giizis,six months,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,also n i n god waaso-gi iz i s*,
ingodwaasogon,six days,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"also ningodwaasogon* ingodwaasogonagad /ningodwaasogonagad-/ vii be six days; prt nengodwaasogonagak; also n i ngodwaasogo n agad* ingodwaasogonagizi /ningodwaasogonagizi-/ vai be the sixth day of the month, be six days old; prt nengodwaasogonagizid; also ningodwaasogonagizi*",
ingodwaasoninj,six inches,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,also n i ngodwaason i n j* ingodwaasosagoons /ningodwaasosagoons-/ nm six thousand; also ningodwaasosagoons* ingodwaasoobii'igan na six (card);p/ ingodwaasoobii'iganag; also ningodwaasoobii'igan*,
ingodwaasooshkin,six bags,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,also n i n godwaasoosh ki n* ingodwaaswaabikpc six dollars; also n i n godwaaswaabi k* ingodwaaswaak nm six hundred; also ningodwaaswaak* ingodwaaswi nm six; also ningodwaaswi*,
ingodwaaswewaan,"six sets, six pairs",pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,also n i ngodwaaswewaan* ingo-giizhikpc one day; also ningo-giizhik*,
ingo-giizis,one month,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,also ningo-giizis*,
ingoji,"somewhere, approximately, nearly",pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"also ningoji* ingondashkway /-gondashkway-/ nid my throat; pi ingondashkway; loc ingondashkwaang ingos /-gos-/ nad my son; pi ingosag; also ingwis* ingozis /-gozis-/ nad my son; pi ingozisag; also ingwizis* ingoodaas /-goodaas-/ nid my dress; pi ingoodaasan ingwanapc it was just so, it turns out that, so it was that; also nangwana, ngwana inigaa* vta be mean to s.o., injure s.o.; Isg indinigaa'aa; prt enigaa'aad",
inigaazi,"be poor, be pitiable, mourn",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinigaaz; prt enigaazid,
inigini,"be a certain size, be so big",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indinigin; /v/ eniginid,
